County,Category,Proportion,Names
Kericho,Children with birth certs,26.8,"Kericho, 26.8%"
Kericho,Children without birth certs,37.4,"Kericho, 37.4%"
Bomet,Children whose births are registered,75.9,"Bomet, 75.9%"
Bomet,Children with birth certs,29.3,"Bomet, 29.3%"
Bomet,Children without birth certs,46.6,"Bomet, 46.6%"
Kakamega,Children whose births are registered,73.9,"Kakamega, 73.9%"
Kakamega,Children with birth certs,37.5,"Kakamega, 37.5%"
Kakamega,Children without birth certs,36.4,"Kakamega, 36.4%"
Vihiga,Children whose births are registered,86.5,"Vihiga, 86.5%"
Vihiga,Children with birth certs,32.4,"Vihiga, 32.4%"
Vihiga,Children without birth certs,54.1,"Vihiga, 54.1%"
Bungoma,Children whose births are registered,64.5,"Bungoma, 64.5%"
Bungoma,Children with birth certs,28.1,"Bungoma, 28.1%"
Bungoma,Children without birth certs,36.5,"Bungoma, 36.5%"
Busia,Children whose births are registered,69.8,"Busia, 69.8%"
Busia,Children with birth certs,28.1,"Busia, 28.1%"
Busia,Children without birth certs,41.7,"Busia, 41.7%"
Siaya,Children whose births are registered,69,"Siaya, 69%"
Siaya,Children with birth certs,28.9,"Siaya, 28.9%"
Siaya,Children without birth certs,40.1,"Siaya, 40.1%"
Kisumu,Children whose births are registered,72.8,"Kisumu, 72.8%"
Kisumu,Children with birth certs,24.6,"Kisumu, 24.6%"
Kisumu,Children without birth certs,48.3,"Kisumu, 48.3%"
Homa Bay,Children whose births are registered,67.6,"Homa Bay, 67.6%"
Homa Bay,Children with birth certs,24.9,"Homa Bay, 24.9%"
Homa Bay,Children without birth certs,42.7,"Homa Bay, 42.7%"
Migori,Children whose births are registered,80.6,"Migori, 80.6%"
Migori,Children with birth certs,20.9,"Migori, 20.9%"
Migori,Children without birth certs,59.7,"Migori, 59.7%"
Kisii,Children whose births are registered,88.8,"Kisii, 88.8%"
Kisii,Children with birth certs,36.6,"Kisii, 36.6%"
Kisii,Children without birth certs,52.2,"Kisii, 52.2%"
Nyamira,Children whose births are registered,67.6,"Nyamira, 67.6%"
Nyamira,Children with birth certs,36,"Nyamira, 36%"
Nyamira,Children without birth certs,31.5,"Nyamira, 31.5%"
Nairobi,Children whose births are registered,73.6,"Nairobi, 73.6%"
Nairobi,Children with birth certs,48,"Nairobi, 48%"
Nairobi,Children without birth certs,25.5,"Nairobi, 25.5%"
