County,Category,Proportion
Elgeyo Marakwet,"RTA deaths per 100,000",276
Elgeyo Marakwet,"RTA severe injuries per 100,000",797
Elgeyo Marakwet,"RTA deaths & severe injuries per 100,000",35
Nandi,"RTA deaths per 100,000",78
Nandi,"RTA severe injuries per 100,000",1104
Nandi,"RTA deaths & severe injuries per 100,000",0
Baringo,"RTA deaths per 100,000",177
Baringo,"RTA severe injuries per 100,000",652
Baringo,"RTA deaths & severe injuries per 100,000",55
Laikipia,"RTA deaths per 100,000",219
Laikipia,"RTA severe injuries per 100,000",2098
Laikipia,"RTA deaths & severe injuries per 100,000",85
Nakuru,"RTA deaths per 100,000",201
Nakuru,"RTA severe injuries per 100,000",1062
Nakuru,"RTA deaths & severe injuries per 100,000",61
Narok,"RTA deaths per 100,000",16
Narok,"RTA severe injuries per 100,000",1106
Narok,"RTA deaths & severe injuries per 100,000",5
Kajiado,"RTA deaths per 100,000",136
Kajiado,"RTA severe injuries per 100,000",1719
Kajiado,"RTA deaths & severe injuries per 100,000",77
Kericho,"RTA deaths per 100,000",187
Kericho,"RTA severe injuries per 100,000",934
Kericho,"RTA deaths & severe injuries per 100,000",34
Bomet,"RTA deaths per 100,000",113
Bomet,"RTA severe injuries per 100,000",1018
Bomet,"RTA deaths & severe injuries per 100,000",72
Kakamega,"RTA deaths per 100,000",98
Kakamega,"RTA severe injuries per 100,000",1754
Kakamega,"RTA deaths & severe injuries per 100,000",0
Vihiga,"RTA deaths per 100,000",253
Vihiga,"RTA severe injuries per 100,000",1469
Vihiga,"RTA deaths & severe injuries per 100,000",0
Bungoma,"RTA deaths per 100,000",28
Bungoma,"RTA severe injuries per 100,000",3185
Bungoma,"RTA deaths & severe injuries per 100,000",0
Busia,"RTA deaths per 100,000",144
Busia,"RTA severe injuries per 100,000",2220
Busia,"RTA deaths & severe injuries per 100,000",73
Siaya,"RTA deaths per 100,000",11
Siaya,"RTA severe injuries per 100,000",1122
Siaya,"RTA deaths & severe injuries per 100,000",0
Kisumu,"RTA deaths per 100,000",321
Kisumu,"RTA severe injuries per 100,000",3003
Kisumu,"RTA deaths & severe injuries per 100,000",28
Homa Bay,"RTA deaths per 100,000",222
Homa Bay,"RTA severe injuries per 100,000",2658
Homa Bay,"RTA deaths & severe injuries per 100,000",34
Migori,"RTA deaths per 100,000",65
Migori,"RTA severe injuries per 100,000",2426
Migori,"RTA deaths & severe injuries per 100,000",29
Kisii,"RTA deaths per 100,000",92
Kisii,"RTA severe injuries per 100,000",1534
Kisii,"RTA deaths & severe injuries per 100,000",69
Nyamira,"RTA deaths per 100,000",58
Nyamira,"RTA severe injuries per 100,000",1625
Nyamira,"RTA deaths & severe injuries per 100,000",0
Nairobi,"RTA deaths per 100,000",252
Nairobi,"RTA severe injuries per 100,000",1757
Nairobi,"RTA deaths & severe injuries per 100,000",205
