County,category,proportion
Elgeyo-Marakwet,Total percentage delivered by skilled provider,97.5
Nandi,Doctor,73.5
Nandi,Nurse/midwife,13.6
Nandi,TBA,9.2
Nandi,relative/friend/other,3.5
Nandi,None,0.2
Nandi,Total percentage delivered by skilled provider,87.1
Baringo,Doctor,32.3
Baringo,Nurse/midwife,50.8
Baringo,TBA,12
Baringo,relative/friend/other,4.8
Baringo,None,0.1
Baringo,Total percentage delivered by skilled provider,83
Laikipia,Doctor,64.5
Laikipia,Nurse/midwife,28.1
Laikipia,TBA,3.5
Laikipia,relative/friend/other,1.4
Laikipia,None,2.5
Laikipia,Total percentage delivered by skilled provider,92.6
Nakuru,Doctor,67.6
Nakuru,Nurse/midwife,25.8
Nakuru,TBA,0.6
Nakuru,relative/friend/other,3.8
Nakuru,None,2.3
Nakuru,Total percentage delivered by skilled provider,93.4
Narok,Doctor,25.6
Narok,Nurse/midwife,44.5
Narok,TBA,20.7
Narok,relative/friend/other,7.3
Narok,None,1.9
Narok,Total percentage delivered by skilled provider,70.1
Kajiado,Doctor,58.4
Kajiado,Nurse/midwife,26.8
Kajiado,TBA,7.2
Kajiado,relative/friend/other,7.6
Kajiado,None,0
Kajiado,Total percentage delivered by skilled provider,85.3
Kericho,Doctor,54.1
Kericho,Nurse/midwife,38.2
Kericho,TBA,4.2
Kericho,relative/friend/other,1.3
Kericho,None,2.2
Kericho,Total percentage delivered by skilled provider,92.3
Bomet,Doctor,57.5
Bomet,Nurse/midwife,30.7
Bomet,TBA,1.6
Bomet,relative/friend/other,6.9
Bomet,None,3.4
Bomet,Total percentage delivered by skilled provider,88.2
Kakamega,Doctor,63.4
Kakamega,Nurse/midwife,32.3
Kakamega,TBA,1.9
Kakamega,relative/friend/other,0.6
Kakamega,None,1.8
Kakamega,Total percentage delivered by skilled provider,95.7
Vihiga,Doctor,40.8
Vihiga,Nurse/midwife,56.4
Vihiga,TBA,0.9
Vihiga,relative/friend/other,0.9
Vihiga,None,1
Vihiga,Total percentage delivered by skilled provider,97.2
Bungoma,Doctor,57.9
Bungoma,Nurse/midwife,29.3
Bungoma,TBA,8.3
Bungoma,relative/friend/other,2.5
Bungoma,None,2
Bungoma,Total percentage delivered by skilled provider,87.2
Busia,Doctor,36.6
Busia,Nurse/midwife,50.9
Busia,TBA,7.6
Busia,relative/friend/other,3.5
Busia,None,1.3
Busia,Total percentage delivered by skilled provider,87.6
Siaya,Doctor,34.5
Siaya,Nurse/midwife,60.3
Siaya,TBA,1.5
Siaya,relative/friend/other,1.5
Siaya,None,2.2
Siaya,Total percentage delivered by skilled provider,94.9
Kisumu,Doctor,32
Kisumu,Nurse/midwife,65.8
Kisumu,TBA,1.7
Kisumu,relative/friend/other,0
Kisumu,None,0.4
Kisumu,Total percentage delivered by skilled provider,97.9
Homa Bay,Doctor,41.2
Homa Bay,Nurse/midwife,50
Homa Bay,TBA,2.1
Homa Bay,relative/friend/other,3.3
Homa Bay,None,3.4
Homa Bay,Total percentage delivered by skilled provider,91.2
Migori,Doctor,55.3
Migori,Nurse/midwife,37.3
Migori,TBA,3
Migori,relative/friend/other,3.5
Migori,None,1
Migori,Total percentage delivered by skilled provider,92.6
Kisii,Doctor,35.5
Kisii,Nurse/midwife,58
Kisii,TBA,1.5
Kisii,relative/friend/other,3.3
Kisii,None,1.6
Kisii,Total percentage delivered by skilled provider,93.5
Nyamira,Doctor,38.4
Nyamira,Nurse/midwife,54.1
Nyamira,TBA,0
Nyamira,relative/friend/other,3.3
Nyamira,None,4.1
Nyamira,Total percentage delivered by skilled provider,92.6
Nairobi,Doctor,74.9
Nairobi,Nurse/midwife,24.6
Nairobi,TBA,0.6
Nairobi,relative/friend/other,0
Nairobi,None,0
Nairobi,Total percentage delivered by skilled provider,99.4
