County,Category,Proportion,Names
Makueni,Connected to sewer,0.4,"Makueni, 0.4%"
Makueni,Safe disposal from on-site facilities,66,"Makueni, 66%"
Makueni,Unsafe disposal from on-site facilities,0,"Makueni, 0%"
Makueni,Removal for treatment off-site,0.2,"Makueni, 0.2%"
Makueni,Improved facilities,0.4,"Makueni, 0.4%"
Makueni,Unimproved facilities,31.6,"Makueni, 31.6%"
Makueni,Open defecation,1.5,"Makueni, 1.5%"
Nyandarua,Appropriate management method,47,"Nyandarua, 47%"
Nyandarua,Connected to sewer,1,"Nyandarua, 1%"
Nyandarua,Safe disposal from on-site facilities,42.5,"Nyandarua, 42.5%"
Nyandarua,Unsafe disposal from on-site facilities,0,"Nyandarua, 0%"
Nyandarua,Removal for treatment off-site,3.5,"Nyandarua, 3.5%"
Nyandarua,Improved facilities,0.1,"Nyandarua, 0.1%"
Nyandarua,Unimproved facilities,52.9,"Nyandarua, 52.9%"
Nyandarua,Open defecation,0,"Nyandarua, 0%"
Nyeri,Appropriate management method,75.8,"Nyeri, 75.8%"
Nyeri,Connected to sewer,9.2,"Nyeri, 9.2%"
Nyeri,Safe disposal from on-site facilities,64.5,"Nyeri, 64.5%"
Nyeri,Unsafe disposal from on-site facilities,0.6,"Nyeri, 0.6%"
Nyeri,Removal for treatment off-site,2.2,"Nyeri, 2.2%"
Nyeri,Improved facilities,1.6,"Nyeri, 1.6%"
Nyeri,Unimproved facilities,21.6,"Nyeri, 21.6%"
Nyeri,Open defecation,0.4,"Nyeri, 0.4%"
Kirinyaga,Appropriate management method,95.5,"Kirinyaga, 95.5%"
Kirinyaga,Connected to sewer,0.5,"Kirinyaga, 0.5%"
Kirinyaga,Safe disposal from on-site facilities,91.6,"Kirinyaga, 91.6%"
Kirinyaga,Unsafe disposal from on-site facilities,0.1,"Kirinyaga, 0.1%"
Kirinyaga,Removal for treatment off-site,3.3,"Kirinyaga, 3.3%"
Kirinyaga,Improved facilities,0.3,"Kirinyaga, 0.3%"
Kirinyaga,Unimproved facilities,4.1,"Kirinyaga, 4.1%"
Kirinyaga,Open defecation,0.1,"Kirinyaga, 0.1%"
Muranga,Appropriate management method,83.3,"Muranga, 83.3%"
Muranga,Connected to sewer,1.3,"Muranga, 1.3%"
Muranga,Safe disposal from on-site facilities,80.7,"Muranga, 80.7%"
Muranga,Unsafe disposal from on-site facilities,0,"Muranga, 0%"
Muranga,Removal for treatment off-site,1.4,"Muranga, 1.4%"
Muranga,Improved facilities,0.4,"Muranga, 0.4%"
Muranga,Unimproved facilities,16.2,"Muranga, 16.2%"
Muranga,Open defecation,0,"Muranga, 0%"
Kiambu,Appropriate management method,88.9,"Kiambu, 88.9%"
Kiambu,Connected to sewer,8.1,"Kiambu, 8.1%"
Kiambu,Safe disposal from on-site facilities,71.3,"Kiambu, 71.3%"
Kiambu,Unsafe disposal from on-site facilities,0.7,"Kiambu, 0.7%"
Kiambu,Removal for treatment off-site,9.5,"Kiambu, 9.5%"
Kiambu,Improved facilities,2.8,"Kiambu, 2.8%"
Kiambu,Unimproved facilities,7.6,"Kiambu, 7.6%"
Kiambu,Open defecation,0.1,"Kiambu, 0.1%"
Turkana,Appropriate management method,24.8,"Turkana, 24.8%"
Turkana,Connected to sewer,0.8,"Turkana, 0.8%"
Turkana,Safe disposal from on-site facilities,23.2,"Turkana, 23.2%"
Turkana,Unsafe disposal from on-site facilities,0.2,"Turkana, 0.2%"
Turkana,Removal for treatment off-site,0.7,"Turkana, 0.7%"
Turkana,Improved facilities,0,"Turkana, 0%"
Turkana,Unimproved facilities,4.2,"Turkana, 4.2%"
Turkana,Open defecation,70.8,"Turkana, 70.8%"
West Pokot,Appropriate management method,29.6,"West Pokot, 29.6%"
West Pokot,Connected to sewer,1.4,"West Pokot, 1.4%"
West Pokot,Safe disposal from on-site facilities,27.4,"West Pokot, 27.4%"
West Pokot,Unsafe disposal from on-site facilities,0,"West Pokot, 0%"
West Pokot,Removal for treatment off-site,0.8,"West Pokot, 0.8%"
West Pokot,Improved facilities,0,"West Pokot, 0%"
West Pokot,Unimproved facilities,34.1,"West Pokot, 34.1%"
West Pokot,Open defecation,36.2,"West Pokot, 36.2%"
Samburu,Appropriate management method,36.5,"Samburu, 36.5%"
Samburu,Connected to sewer,0.2,"Samburu, 0.2%"
Samburu,Safe disposal from on-site facilities,33.6,"Samburu, 33.6%"
Samburu,Unsafe disposal from on-site facilities,0,"Samburu, 0%"
Samburu,Removal for treatment off-site,2.6,"Samburu, 2.6%"
Samburu,Improved facilities,0.2,"Samburu, 0.2%"
Samburu,Unimproved facilities,10.7,"Samburu, 10.7%"
Samburu,Open defecation,52.6,"Samburu, 52.6%"
Trans Nzoia,Appropriate management method,88.8,"Trans Nzoia, 88.8%"
Trans Nzoia,Connected to sewer,0.2,"Trans Nzoia, 0.2%"
Trans Nzoia,Safe disposal from on-site facilities,87.5,"Trans Nzoia, 87.5%"
Trans Nzoia,Unsafe disposal from on-site facilities,0.3,"Trans Nzoia, 0.3%"
Trans Nzoia,Removal for treatment off-site,1.2,"Trans Nzoia, 1.2%"
Trans Nzoia,Improved facilities,0,"Trans Nzoia, 0%"
Trans Nzoia,Unimproved facilities,9.9,"Trans Nzoia, 9.9%"
Trans Nzoia,Open defecation,1,"Trans Nzoia, 1%"
Uasin Gishu,Appropriate management method,72.4,"Uasin Gishu, 72.4%"
Uasin Gishu,Connected to sewer,7.4,"Uasin Gishu, 7.4%"
Uasin Gishu,Safe disposal from on-site facilities,53.9,"Uasin Gishu, 53.9%"
Uasin Gishu,Unsafe disposal from on-site facilities,0.4,"Uasin Gishu, 0.4%"
Uasin Gishu,Removal for treatment off-site,11,"Uasin Gishu, 11%"
Uasin Gishu,Improved facilities,0.1,"Uasin Gishu, 0.1%"
Uasin Gishu,Unimproved facilities,26.5,"Uasin Gishu, 26.5%"
Uasin Gishu,Open defecation,0.6,"Uasin Gishu, 0.6%"
Elgeyo Marakwet,Appropriate management method,40.1,"Elgeyo Marakwet, 40.1%"
Elgeyo Marakwet,Connected to sewer,0.2,"Elgeyo Marakwet, 0.2%"
Elgeyo Marakwet,Safe disposal from on-site facilities,39.7,"Elgeyo Marakwet, 39.7%"
Elgeyo Marakwet,Unsafe disposal from on-site facilities,0,"Elgeyo Marakwet, 0%"
Elgeyo Marakwet,Removal for treatment off-site,0.2,"Elgeyo Marakwet, 0.2%"
Elgeyo Marakwet,Improved facilities,0,"Elgeyo Marakwet, 0%"
Elgeyo Marakwet,Unimproved facilities,55.1,"Elgeyo Marakwet, 55.1%"
Elgeyo Marakwet,Open defecation,4.7,"Elgeyo Marakwet, 4.7%"
Nandi,Appropriate management method,55.9,"Nandi, 55.9%"
Nandi,Connected to sewer,0.2,"Nandi, 0.2%"
Nandi,Safe disposal from on-site facilities,54.7,"Nandi, 54.7%"
Nandi,Unsafe disposal from on-site facilities,0,"Nandi, 0%"
Nandi,Removal for treatment off-site,1,"Nandi, 1%"
Nandi,Improved facilities,0,"Nandi, 0%"
Nandi,Unimproved facilities,42.1,"Nandi, 42.1%"
Nandi,Open defecation,2,"Nandi, 2%"
Baringo,Appropriate management method,60.4,"Baringo, 60.4%"
Baringo,Connected to sewer,0.3,"Baringo, 0.3%"
Baringo,Safe disposal from on-site facilities,59.1,"Baringo, 59.1%"
Baringo,Unsafe disposal from on-site facilities,0.1,"Baringo, 0.1%"
Baringo,Removal for treatment off-site,1,"Baringo, 1%"
Baringo,Improved facilities,0,"Baringo, 0%"
Baringo,Unimproved facilities,5.9,"Baringo, 5.9%"
Baringo,Open defecation,33.6,"Baringo, 33.6%"
Laikipia,Appropriate management method,48,"Laikipia, 48%"
Laikipia,Connected to sewer,8.3,"Laikipia, 8.3%"
Laikipia,Safe disposal from on-site facilities,35.5,"Laikipia, 35.5%"
Laikipia,Unsafe disposal from on-site facilities,0.3,"Laikipia, 0.3%"
Laikipia,Removal for treatment off-site,4.2,"Laikipia, 4.2%"
Laikipia,Improved facilities,0.1,"Laikipia, 0.1%"
Laikipia,Unimproved facilities,44.6,"Laikipia, 44.6%"
Laikipia,Open defecation,7,"Laikipia, 7%"
Nakuru,Appropriate management method,74.5,"Nakuru, 74.5%"
Nakuru,Connected to sewer,8.3,"Nakuru, 8.3%"
Nakuru,Safe disposal from on-site facilities,63,"Nakuru, 63%"
Nakuru,Unsafe disposal from on-site facilities,0.1,"Nakuru, 0.1%"
Nakuru,Removal for treatment off-site,3.3,"Nakuru, 3.3%"
Nakuru,Improved facilities,0.4,"Nakuru, 0.4%"
Nakuru,Unimproved facilities,24.9,"Nakuru, 24.9%"
Nakuru,Open defecation,0,"Nakuru, 0%"
Narok,Appropriate management method,48.2,"Narok, 48.2%"
Narok,Connected to sewer,0.7,"Narok, 0.7%"
Narok,Safe disposal from on-site facilities,45.9,"Narok, 45.9%"
Narok,Unsafe disposal from on-site facilities,0.1,"Narok, 0.1%"
Narok,Removal for treatment off-site,1.6,"Narok, 1.6%"
Narok,Improved facilities,0,"Narok, 0%"
Narok,Unimproved facilities,26.9,"Narok, 26.9%"
Narok,Open defecation,24.7,"Narok, 24.7%"
Kajiado,Appropriate management method,76.3,"Kajiado, 76.3%"
Kajiado,Connected to sewer,6.2,"Kajiado, 6.2%"
Kajiado,Safe disposal from on-site facilities,53.8,"Kajiado, 53.8%"
Kajiado,Unsafe disposal from on-site facilities,0.7,"Kajiado, 0.7%"
Kajiado,Removal for treatment off-site,16.3,"Kajiado, 16.3%"
Kajiado,Improved facilities,0.6,"Kajiado, 0.6%"
Kajiado,Unimproved facilities,5.1,"Kajiado, 5.1%"
Kajiado,Open defecation,17.3,"Kajiado, 17.3%"
Kericho,Appropriate management method,42.3,"Kericho, 42.3%"
Kericho,Connected to sewer,0.8,"Kericho, 0.8%"
Kericho,Safe disposal from on-site facilities,40.9,"Kericho, 40.9%"
Kericho,Unsafe disposal from on-site facilities,0,"Kericho, 0%"
Kericho,Removal for treatment off-site,0.6,"Kericho, 0.6%"
Kericho,Improved facilities,0,"Kericho, 0%"
Kericho,Unimproved facilities,57.7,"Kericho, 57.7%"
Kericho,Open defecation,0,"Kericho, 0%"
Bomet,Appropriate management method,95,"Bomet, 95%"
Bomet,Connected to sewer,0.1,"Bomet, 0.1%"
Bomet,Safe disposal from on-site facilities,94.2,"Bomet, 94.2%"
Bomet,Unsafe disposal from on-site facilities,0,"Bomet, 0%"
Bomet,Removal for treatment off-site,0.8,"Bomet, 0.8%"
Bomet,Improved facilities,0,"Bomet, 0%"
Bomet,Unimproved facilities,4.5,"Bomet, 4.5%"
Bomet,Open defecation,0.5,"Bomet, 0.5%"
Kakamega,Appropriate management method,44.7,"Kakamega, 44.7%"
Kakamega,Connected to sewer,0.8,"Kakamega, 0.8%"
Kakamega,Safe disposal from on-site facilities,43.2,"Kakamega, 43.2%"
Kakamega,Unsafe disposal from on-site facilities,0,"Kakamega, 0%"
Kakamega,Removal for treatment off-site,0.7,"Kakamega, 0.7%"
Kakamega,Improved facilities,0.1,"Kakamega, 0.1%"
Kakamega,Unimproved facilities,54.9,"Kakamega, 54.9%"
Kakamega,Open defecation,0.2,"Kakamega, 0.2%"
Vihiga,Appropriate management method,80,"Vihiga, 80%"
Vihiga,Connected to sewer,0,"Vihiga, 0%"
Vihiga,Safe disposal from on-site facilities,80,"Vihiga, 80%"
Vihiga,Unsafe disposal from on-site facilities,0,"Vihiga, 0%"
Vihiga,Removal for treatment off-site,0,"Vihiga, 0%"
Vihiga,Improved facilities,0,"Vihiga, 0%"
Vihiga,Unimproved facilities,19.4,"Vihiga, 19.4%"
Vihiga,Open defecation,0.6,"Vihiga, 0.6%"
Bungoma,Appropriate management method,55.3,"Bungoma, 55.3%"
Bungoma,Connected to sewer,0.9,"Bungoma, 0.9%"
Bungoma,Safe disposal from on-site facilities,53.1,"Bungoma, 53.1%"
Bungoma,Unsafe disposal from on-site facilities,0,"Bungoma, 0%"
Bungoma,Removal for treatment off-site,1.3,"Bungoma, 1.3%"
Bungoma,Improved facilities,0,"Bungoma, 0%"
Bungoma,Unimproved facilities,43.4,"Bungoma, 43.4%"
Bungoma,Open defecation,1.3,"Bungoma, 1.3%"
Busia,Appropriate management method,55.4,"Busia, 55.4%"
Busia,Connected to sewer,0.5,"Busia, 0.5%"
Busia,Safe disposal from on-site facilities,54.2,"Busia, 54.2%"
Busia,Unsafe disposal from on-site facilities,0,"Busia, 0%"
Busia,Removal for treatment off-site,0.8,"Busia, 0.8%"
Busia,Improved facilities,0.1,"Busia, 0.1%"
Busia,Unimproved facilities,43.7,"Busia, 43.7%"
Busia,Open defecation,0.8,"Busia, 0.8%"
Siaya,Appropriate management method,54.7,"Siaya, 54.7%"
Siaya,Connected to sewer,1.2,"Siaya, 1.2%"
Siaya,Safe disposal from on-site facilities,53.5,"Siaya, 53.5%"
Siaya,Unsafe disposal from on-site facilities,0,"Siaya, 0%"
Siaya,Removal for treatment off-site,0,"Siaya, 0%"
Siaya,Improved facilities,0.1,"Siaya, 0.1%"
Siaya,Unimproved facilities,39,"Siaya, 39%"
Siaya,Open defecation,6.2,"Siaya, 6.2%"
Kisumu,Appropriate management method,68.6,"Kisumu, 68.6%"
Kisumu,Connected to sewer,5.1,"Kisumu, 5.1%"
Kisumu,Safe disposal from on-site facilities,59.7,"Kisumu, 59.7%"
Kisumu,Unsafe disposal from on-site facilities,0.3,"Kisumu, 0.3%"
Kisumu,Removal for treatment off-site,3.8,"Kisumu, 3.8%"
Kisumu,Improved facilities,0,"Kisumu, 0%"
Kisumu,Unimproved facilities,26.3,"Kisumu, 26.3%"
Kisumu,Open defecation,4.8,"Kisumu, 4.8%"
Homa Bay,Appropriate management method,49.1,"Homa Bay, 49.1%"
Homa Bay,Connected to sewer,1,"Homa Bay, 1%"
Homa Bay,Safe disposal from on-site facilities,46,"Homa Bay, 46%"
Homa Bay,Unsafe disposal from on-site facilities,0.1,"Homa Bay, 0.1%"
Homa Bay,Removal for treatment off-site,2.1,"Homa Bay, 2.1%"
Homa Bay,Improved facilities,0,"Homa Bay, 0%"
Homa Bay,Unimproved facilities,39.2,"Homa Bay, 39.2%"
Homa Bay,Open defecation,11.5,"Homa Bay, 11.5%"
Migori,Appropriate management method,35.7,"Migori, 35.7%"
Migori,Connected to sewer,1.1,"Migori, 1.1%"
Migori,Safe disposal from on-site facilities,33.9,"Migori, 33.9%"
Migori,Unsafe disposal from on-site facilities,0,"Migori, 0%"
Migori,Removal for treatment off-site,0.6,"Migori, 0.6%"
Migori,Improved facilities,0.4,"Migori, 0.4%"
Migori,Unimproved facilities,51,"Migori, 51%"
Migori,Open defecation,13,"Migori, 13%"
Kisii,Appropriate management method,42.5,"Kisii, 42.5%"
Kisii,Connected to sewer,2,"Kisii, 2%"
Kisii,Safe disposal from on-site facilities,39.6,"Kisii, 39.6%"
Kisii,Unsafe disposal from on-site facilities,0.1,"Kisii, 0.1%"
Kisii,Removal for treatment off-site,0.9,"Kisii, 0.9%"
Kisii,Improved facilities,0.5,"Kisii, 0.5%"
Kisii,Unimproved facilities,56.8,"Kisii, 56.8%"
Kisii,Open defecation,0.1,"Kisii, 0.1%"
Nyamira,Appropriate management method,36.8,"Nyamira, 36.8%"
Nyamira,Connected to sewer,0.3,"Nyamira, 0.3%"
Nyamira,Safe disposal from on-site facilities,36.3,"Nyamira, 36.3%"
Nyamira,Unsafe disposal from on-site facilities,0,"Nyamira, 0%"
Nyamira,Removal for treatment off-site,0.3,"Nyamira, 0.3%"
Nyamira,Improved facilities,0.1,"Nyamira, 0.1%"
Nyamira,Unimproved facilities,63,"Nyamira, 63%"
Nyamira,Open defecation,0.1,"Nyamira, 0.1%"
Nairobi,Appropriate management method,91.6,"Nairobi, 91.6%"
Nairobi,Connected to sewer,65.5,"Nairobi, 65.5%"
Nairobi,Safe disposal from on-site facilities,19.9,"Nairobi, 19.9%"
Nairobi,Unsafe disposal from on-site facilities,0.2,"Nairobi, 0.2%"
Nairobi,Removal for treatment off-site,6.1,"Nairobi, 6.1%"
Nairobi,Improved facilities,2.5,"Nairobi, 2.5%"
Nairobi,Unimproved facilities,5.7,"Nairobi, 5.7%"
Nairobi,Open defecation,0,"Nairobi, 0%"
