County,Category,Proportion
Kakamega,men aged 35-54,26.3
Vihiga,women aged 20-49,a
Vihiga,women aged 25-49,20.6
Vihiga,men aged 25-54,24.8
Vihiga,men aged 35-54,24.5
Bungoma,women aged 20-49,a
Bungoma,women aged 25-49,20.0
Bungoma,men aged 25-54,24.4
Bungoma,men aged 35-54,23.8
Busia,women aged 20-49,a
Busia,women aged 25-49,20.0
Busia,men aged 25-54,24.1
Busia,men aged 35-54,23.6
Siaya,women aged 20-49,19.9
Siaya,women aged 25-49,19.2
Siaya,men aged 25-54,a
Siaya,men aged 35-54,25.2
Kisumu,women aged 20-49,a
Kisumu,women aged 25-49,19.7
Kisumu,men aged 25-54,a
Kisumu,men aged 35-54,25.1
Homa Bay,women aged 20-49,19.1
Homa Bay,women aged 25-49,18.4
Homa Bay,men aged 25-54,23.9
Homa Bay,men aged 35-54,23.4
Migori,women aged 20-49,18.4
Migori,women aged 25-49,18.0
Migori,men aged 25-54,23.3
Migori,men aged 35-54,23.0
Kisii,women aged 20-49,19.9
Kisii,women aged 25-49,19.5
Kisii,men aged 25-54,24.7
Kisii,men aged 35-54,24.5
Nyamira,women aged 20-49,19.6
Nyamira,women aged 25-49,19.2
Nyamira,men aged 25-54,a
Nyamira,men aged 35-54,25.2
Nairobi City,women aged 20-49,a
Nairobi City,women aged 25-49,23.0
Nairobi City,men aged 25-54,a
Nairobi City,men aged 35-54,26.7
