"County","Gender","variable","value"
"Tharaka Nithi","Female","Not continued","95.5"
"Embu","Female","Not continued","94.4"
"Kitui","Female","Not continued","94.3"
"Machakos","Female","Not continued","99.2"
"Makueni","Female","Not continued","99.0"
"Nyandarua","Female","Not continued","96.5"
"Nyeri","Female","Not continued","99.7"
"Kirinyaga","Female","Not continued","95.1"
"Muranga","Female","Not continued","87.3"
"Kiambu","Female","Not continued","97.8"
"Turkana","Female","Not continued","89.0"
"West Pokot","Female","Not continued","96.7"
"Samburu","Female","Not continued","76.8"
"Trans Nzoia","Female","Not continued","98.1"
"Uasin Gishu","Female","Not continued","97.6"
"Elgeyo Marakwet","Female","Not continued","92.8"
"Nandi","Female","Not continued","98.4"
"Baringo","Female","Not continued","87.9"
"Laikipia","Female","Not continued","95.4"
"Nakuru","Female","Not continued","98.2"
"Narok","Female","Not continued","91.5"
"Kajiado","Female","Not continued","92.4"
"Kericho","Female","Not continued","95.6"
"Bomet","Female","Not continued","93.9"
"Kakamega","Female","Not continued","97.4"
"Vihiga","Female","Not continued","98.5"
"Bungoma","Female","Not continued","97.2"
"Busia","Female","Not continued","98.2"
"Siaya","Female","Not continued","97.9"
"Kisumu","Female","Not continued","97.5"
"Homa Bay","Female","Not continued","87.4"
"Migori","Female","Not continued","93.7"
"Kisii","Female","Not continued","89.9"
"Nyamira","Female","Not continued","89.2"
"Nairobi","Female","Not continued","97.8"
"Mombasa","Male","Not continued","94.2"
"Kwale","Male","Not continued","87.2"
"Kilifi","Male","Not continued","95.6"
"Tana River","Male","Not continued","81.3"
"Lamu","Male","Not continued","75.7"
"Taita Taveta","Male","Not continued","94.3"
"Garissa","Male","Not continued","63.2"
"Wajir","Male","Not continued","40.9"
"Mandera","Male","Not continued","19.9"
"Marsabit","Male","Not continued","66.5"
"Isiolo","Male","Not continued","69.5"
"Meru","Male","Not continued","94.9"
"Tharaka Nithi","Male","Not continued","93.7"
"Embu","Male","Not continued","90.8"
"Kitui","Male","Not continued","95.2"
"Machakos","Male","Not continued","95.3"
"Makueni","Male","Not continued","96.6"
"Nyandarua","Male","Not continued","93.9"
"Nyeri","Male","Not continued","85.9"
"Kirinyaga","Male","Not continued","99.8"
"Muranga","Male","Not continued","86.0"
"Kiambu","Male","Not continued","95.1"
"Turkana","Male","Not continued","90.2"
"West Pokot","Male","Not continued","99.3"
"Samburu","Male","Not continued","61.4"
"Trans Nzoia","Male","Not continued","94.0"
"Uasin Gishu","Male","Not continued","97.2"
"Elgeyo Marakwet","Male","Not continued","86.8"
"Nandi","Male","Not continued","99.3"
"Baringo","Male","Not continued","93.8"
"Laikipia","Male","Not continued","90.1"
"Nakuru","Male","Not continued","85.5"
"Narok","Male","Not continued","89.3"
"Kajiado","Male","Not continued","93.5"
"Kericho","Male","Not continued","98.5"
"Bomet","Male","Not continued","81.7"
"Kakamega","Male","Not continued","94.3"
"Vihiga","Male","Not continued","94.4"
"Bungoma","Male","Not continued","81.8"
"Busia","Male","Not continued","93.0"
"Siaya","Male","Not continued","93.2"
"Kisumu","Male","Not continued","96.9"
"Homa Bay","Male","Not continued","88.5"
"Migori","Male","Not continued","92.8"
"Kisii","Male","Not continued","93.9"
"Nyamira","Male","Not continued","96.0"
"Nairobi","Male","Not continued","97.2"
"Mombasa","Female","Don't know/depends","0.9"
"Kwale","Female","Don't know/depends","0.4"
"Kilifi","Female","Don't know/depends","2.5"
"Tana River","Female","Don't know/depends","14.4"
"Lamu","Female","Don't know/depends","1.7"
"Taita Taveta","Female","Don't know/depends","0.7"
"Garissa","Female","Don't know/depends","1.8"
"Wajir","Female","Don't know/depends","3.3"
"Mandera","Female","Don't know/depends","0.5"
"Marsabit","Female","Don't know/depends","2.2"
"Isiolo","Female","Don't know/depends","23.2"
"Meru","Female","Don't know/depends","0.3"
"Tharaka Nithi","Female","Don't know/depends","0.8"
"Embu","Female","Don't know/depends","2.6"
"Kitui","Female","Don't know/depends","4.1"
"Machakos","Female","Don't know/depends","0.0"
"Makueni","Female","Don't know/depends","0.5"
"Nyandarua","Female","Don't know/depends","3.1"
"Nyeri","Female","Don't know/depends","0.3"
"Kirinyaga","Female","Don't know/depends","3.4"
"Muranga","Female","Don't know/depends","8.0"
"Kiambu","Female","Don't know/depends","1.0"
"Turkana","Female","Don't know/depends","7.3"
"West Pokot","Female","Don't know/depends","1.6"
"Samburu","Female","Don't know/depends","2.9"
"Trans Nzoia","Female","Don't know/depends","0.5"
"Uasin Gishu","Female","Don't know/depends","0.6"
"Elgeyo Marakwet","Female","Don't know/depends","6.2"
"Nandi","Female","Don't know/depends","1.0"
"Baringo","Female","Don't know/depends","7.3"
"Laikipia","Female","Don't know/depends","1.6"
"Nakuru","Female","Don't know/depends","0.0"
"Narok","Female","Don't know/depends","1.5"
"Kajiado","Female","Don't know/depends","3.0"
"Kericho","Female","Don't know/depends","3.7"
"Bomet","Female","Don't know/depends","0.6"
"Kakamega","Female","Don't know/depends","1.3"
"Vihiga","Female","Don't know/depends","0.9"
"Bungoma","Female","Don't know/depends","1.0"
"Busia","Female","Don't know/depends","1.5"
"Siaya","Female","Don't know/depends","1.2"
"Kisumu","Female","Don't know/depends","0.3"
"Homa Bay","Female","Don't know/depends","7.2"
"Migori","Female","Don't know/depends","2.5"
"Kisii","Female","Don't know/depends","1.5"
"Nyamira","Female","Don't know/depends","5.4"
"Nairobi","Female","Don't know/depends","0.7"
"Mombasa","Male","Don't know/depends","3.1"
"Kwale","Male","Don't know/depends","8.5"
"Kilifi","Male","Don't know/depends","3.9"
"Tana River","Male","Don't know/depends","1.8"
"Lamu","Male","Don't know/depends","12.0"
"Taita Taveta","Male","Don't know/depends","2.5"
"Garissa","Male","Don't know/depends","0.4"
"Wajir","Male","Don't know/depends","5.3"
"Mandera","Male","Don't know/depends","11.8"
"Marsabit","Male","Don't know/depends","2.0"
"Isiolo","Male","Don't know/depends","0.9"
"Meru","Male","Don't know/depends","1.1"
"Tharaka Nithi","Male","Don't know/depends","0.5"
"Embu","Male","Don't know/depends","7.1"
"Kitui","Male","Don't know/depends","3.0"
"Machakos","Male","Don't know/depends","3.2"
"Makueni","Male","Don't know/depends","0.0"
"Nyandarua","Male","Don't know/depends","0.0"
"Nyeri","Male","Don't know/depends","12.1"
"Kirinyaga","Male","Don't know/depends","0.2"
"Muranga","Male","Don't know/depends","2.4"
"Kiambu","Male","Don't know/depends","3.0"
"Turkana","Male","Don't know/depends","2.6"
"West Pokot","Male","Don't know/depends","0.0"
"Samburu","Male","Don't know/depends","6.1"
"Trans Nzoia","Male","Don't know/depends","3.1"
"Uasin Gishu","Male","Don't know/depends","2.0"
"Elgeyo Marakwet","Male","Don't know/depends","1.3"
"Nandi","Male","Don't know/depends","0.3"
"Baringo","Male","Don't know/depends","0.3"
"Laikipia","Male","Don't know/depends","5.0"
"Nakuru","Male","Don't know/depends","11.8"
"Narok","Male","Don't know/depends","0.1"
"Kajiado","Male","Don't know/depends","2.3"
"Kericho","Male","Don't know/depends","0.0"
"Bomet","Male","Don't know/depends","5.4"
"Kakamega","Male","Don't know/depends","1.9"
"Vihiga","Male","Don't know/depends","3.5"
"Bungoma","Male","Don't know/depends","15.3"
"Busia","Male","Don't know/depends","4.5"
"Siaya","Male","Don't know/depends","2.9"
"Kisumu","Male","Don't know/depends","2.8"
"Homa Bay","Male","Don't know/depends","1.5"
"Migori","Male","Don't know/depends","2.6"
"Kisii","Male","Don't know/depends","0.6"
"Nyamira","Male","Don't know/depends","1.6"
"Nairobi","Male","Don't know/depends","0.4"
