"County","Gender","variable","value"
"Embu","Female","Sought help to stop violence","58.4"
"Kitui","Female","Sought help to stop violence","32.0"
"Machakos","Female","Sought help to stop violence","50.3"
"Makueni","Female","Sought help to stop violence","30.9"
"Nyandarua","Female","Sought help to stop violence","53.3"
"Nyeri","Female","Sought help to stop violence","37.9"
"Kirinyaga","Female","Sought help to stop violence","61.5"
"Muranga","Female","Sought help to stop violence","59.3"
"Kiambu","Female","Sought help to stop violence","37.2"
"Turkana","Female","Sought help to stop violence","30.0"
"West Pokot","Female","Sought help to stop violence","20.4"
"Samburu","Female","Sought help to stop violence","21.3"
"Trans Nzoia","Female","Sought help to stop violence","44.4"
"Uasin Gishu","Female","Sought help to stop violence","53.8"
"Elgeyo Marakwet","Female","Sought help to stop violence","38.0"
"Nandi","Female","Sought help to stop violence","30.4"
"Baringo","Female","Sought help to stop violence","25.7"
"Laikipia","Female","Sought help to stop violence","49.8"
"Nakuru","Female","Sought help to stop violence","55.6"
"Narok","Female","Sought help to stop violence","39.3"
"Kajiado","Female","Sought help to stop violence","38.0"
"Kericho","Female","Sought help to stop violence","45.1"
"Bomet","Female","Sought help to stop violence","54.7"
"Kakamega","Female","Sought help to stop violence","28.3"
"Vihiga","Female","Sought help to stop violence","37.4"
"Bungoma","Female","Sought help to stop violence","38.5"
"Busia","Female","Sought help to stop violence","44.4"
"Siaya","Female","Sought help to stop violence","25.1"
"Kisumu","Female","Sought help to stop violence","32.1"
"Homa Bay","Female","Sought help to stop violence","47.4"
"Migori","Female","Sought help to stop violence","35.4"
"Kisii","Female","Sought help to stop violence","57.5"
"Nyamira","Female","Sought help to stop violence","40.4"
"Nairobi","Female","Sought help to stop violence","41.5"
"Mombasa","Male","Sought help to stop violence","56.9"
"Kwale","Male","Sought help to stop violence","14.7"
"Kilifi","Male","Sought help to stop violence","*"
"Tana River","Male","Sought help to stop violence","*"
"Lamu","Male","Sought help to stop violence","*"
"Taita Taveta","Male","Sought help to stop violence","*"
"Garissa","Male","Sought help to stop violence","*"
"Wajir","Male","Sought help to stop violence","*"
"Mandera","Male","Sought help to stop violence","*"
"Marsabit","Male","Sought help to stop violence","*"
"Isiolo","Male","Sought help to stop violence","25.9"
"Meru","Male","Sought help to stop violence","36.3"
"Tharaka Nithi","Male","Sought help to stop violence","44.6"
"Embu","Male","Sought help to stop violence","62.8"
"Kitui","Male","Sought help to stop violence","*"
"Machakos","Male","Sought help to stop violence","*"
"Makueni","Male","Sought help to stop violence","*"
"Nyandarua","Male","Sought help to stop violence","18.4"
"Nyeri","Male","Sought help to stop violence","4.8"
"Muranga","Male","Sought help to stop violence","32.1"
"Kiambu","Male","Sought help to stop violence","21.7"
"Turkana","Male","Sought help to stop violence","*"
"West Pokot","Male","Sought help to stop violence","19.4"
"Samburu","Male","Sought help to stop violence","11.5"
"Trans Nzoia","Male","Sought help to stop violence","51.4"
"Uasin Gishu","Male","Sought help to stop violence","38.8"
"Elgeyo Marakwet","Male","Sought help to stop violence","*"
"Nandi","Male","Sought help to stop violence","18.0"
"Baringo","Male","Sought help to stop violence","*"
"Laikipia","Male","Sought help to stop violence","7.8"
"Nakuru","Male","Sought help to stop violence","23.6"
"Narok","Male","Sought help to stop violence","*"
"Kajiado","Male","Sought help to stop violence","*"
"Kericho","Male","Sought help to stop violence","*"
"Bomet","Male","Sought help to stop violence","*"
"Kakamega","Male","Sought help to stop violence","*"
"Vihiga","Male","Sought help to stop violence","31.9"
"Bungoma","Male","Sought help to stop violence","39.4"
"Busia","Male","Sought help to stop violence","48.2"
"Siaya","Male","Sought help to stop violence","4.5"
"Kisumu","Male","Sought help to stop violence","40.2"
"Homa Bay","Male","Sought help to stop violence","40.1"
"Migori","Male","Sought help to stop violence","45.6"
"Kisii","Male","Sought help to stop violence","*"
"Nyamira","Male","Sought help to stop violence","*"
"Nairobi","Male","Sought help to stop violence","8.2"
"","Male","Sought help to stop violence",""
"Mombasa","Female","Never sought help but told someone","22.5"
"Kwale","Female","Never sought help but told someone","22.4"
"Kilifi","Female","Never sought help but told someone","7.2"
"Tana River","Female","Never sought help but told someone","18.6"
"Lamu","Female","Never sought help but told someone","11.2"
"Taita Taveta","Female","Never sought help but told someone","15.8"
"Garissa","Female","Never sought help but told someone","13.0"
"Wajir","Female","Never sought help but told someone","0.0"
"Mandera","Female","Never sought help but told someone","10.0"
"Marsabit","Female","Never sought help but told someone","9.3"
"Isiolo","Female","Never sought help but told someone","20.7"
"Meru","Female","Never sought help but told someone","13.6"
"Tharaka Nithi","Female","Never sought help but told someone","20.4"
"Embu","Female","Never sought help but told someone","11.2"
"Kitui","Female","Never sought help but told someone","10.1"
"Machakos","Female","Never sought help but told someone","23.9"
"Makueni","Female","Never sought help but told someone","10.4"
"Nyandarua","Female","Never sought help but told someone","9.4"
"Nyeri","Female","Never sought help but told someone","19.0"
"Kirinyaga","Female","Never sought help but told someone","17.2"
"Muranga","Female","Never sought help but told someone","9.9"
"Kiambu","Female","Never sought help but told someone","6.6"
"Turkana","Female","Never sought help but told someone","8.2"
"West Pokot","Female","Never sought help but told someone","8.7"
"Samburu","Female","Never sought help but told someone","11.8"
"Trans Nzoia","Female","Never sought help but told someone","17.8"
"Uasin Gishu","Female","Never sought help but told someone","10.1"
"Elgeyo Marakwet","Female","Never sought help but told someone","7.6"
"Nandi","Female","Never sought help but told someone","29.0"
"Baringo","Female","Never sought help but told someone","20.4"
"Laikipia","Female","Never sought help but told someone","14.6"
"Nakuru","Female","Never sought help but told someone","20.7"
"Narok","Female","Never sought help but told someone","16.0"
"Kajiado","Female","Never sought help but told someone","24.0"
"Kericho","Female","Never sought help but told someone","11.5"
"Bomet","Female","Never sought help but told someone","6.0"
"Kakamega","Female","Never sought help but told someone","20.5"
"Vihiga","Female","Never sought help but told someone","12.4"
"Bungoma","Female","Never sought help but told someone","20.4"
"Busia","Female","Never sought help but told someone","14.9"
"Siaya","Female","Never sought help but told someone","23.0"
"Kisumu","Female","Never sought help but told someone","8.6"
"Homa Bay","Female","Never sought help but told someone","15.8"
"Migori","Female","Never sought help but told someone","18.5"
"Kisii","Female","Never sought help but told someone","16.8"
"Nyamira","Female","Never sought help but told someone","20.9"
"Nairobi","Female","Never sought help but told someone","25.2"
"Mombasa","Male","Never sought help but told someone","28.9"
"Kwale","Male","Never sought help but told someone","8.9"
"Kilifi","Male","Never sought help but told someone","*"
"Tana River","Male","Never sought help but told someone","*"
"Lamu","Male","Never sought help but told someone","*"
"Taita Taveta","Male","Never sought help but told someone","*"
"Garissa","Male","Never sought help but told someone","*"
"Wajir","Male","Never sought help but told someone","*"
"Mandera","Male","Never sought help but told someone","*"
"Marsabit","Male","Never sought help but told someone","*"
"Isiolo","Male","Never sought help but told someone","17.9"
"Meru","Male","Never sought help but told someone","20.4"
"Tharaka Nithi","Male","Never sought help but told someone","24.2"
"Embu","Male","Never sought help but told someone","29.8"
"Kitui","Male","Never sought help but told someone","*"
"Machakos","Male","Never sought help but told someone","*"
"Makueni","Male","Never sought help but told someone","*"
"Nyandarua","Male","Never sought help but told someone","2.5"
"Nyeri","Male","Never sought help but told someone","8.1"
"Muranga","Male","Never sought help but told someone","9.8"
"Kiambu","Male","Never sought help but told someone","5.2"
"Turkana","Male","Never sought help but told someone","*"
"West Pokot","Male","Never sought help but told someone","2.7"
"Samburu","Male","Never sought help but told someone","15.8"
"Trans Nzoia","Male","Never sought help but told someone","22.9"
"Uasin Gishu","Male","Never sought help but told someone","3.6"
"Elgeyo Marakwet","Male","Never sought help but told someone","*"
"Nandi","Male","Never sought help but told someone","10.0"
"Baringo","Male","Never sought help but told someone","*"
"Laikipia","Male","Never sought help but told someone","3.0"
"Nakuru","Male","Never sought help but told someone","16.4"
"Narok","Male","Never sought help but told someone","*"
"Kajiado","Male","Never sought help but told someone","*"
"Kericho","Male","Never sought help but told someone","*"
"Bomet","Male","Never sought help but told someone","*"
"Kakamega","Male","Never sought help but told someone","*"
"Vihiga","Male","Never sought help but told someone","29.2"
"Bungoma","Male","Never sought help but told someone","20.2"
"Busia","Male","Never sought help but told someone","4.4"
"Siaya","Male","Never sought help but told someone","6.5"
"Kisumu","Male","Never sought help but told someone","19.0"
"Homa Bay","Male","Never sought help but told someone","23.0"
"Migori","Male","Never sought help but told someone","26.5"
"Kisii","Male","Never sought help but told someone","*"
"Nyamira","Male","Never sought help but told someone","*"
"Nairobi","Male","Never sought help but told someone","3.2"
"","Male","Never sought help but told someone",""
"Mombasa","Female","Never sought help, never told anyone","37.9"
"Kwale","Female","Never sought help, never told anyone","45.7"
"Kilifi","Female","Never sought help, never told anyone","61.2"
"Tana River","Female","Never sought help, never told anyone","59.4"
"Lamu","Female","Never sought help, never told anyone","24.6"
"Taita Taveta","Female","Never sought help, never told anyone","48.2"
"Garissa","Female","Never sought help, never told anyone","55.4"
"Wajir","Female","Never sought help, never told anyone","48.6"
"Mandera","Female","Never sought help, never told anyone","78.7"
"Marsabit","Female","Never sought help, never told anyone","72.7"
"Isiolo","Female","Never sought help, never told anyone","54.6"
"Meru","Female","Never sought help, never told anyone","38.0"
"Tharaka Nithi","Female","Never sought help, never told anyone","34.2"
"Embu","Female","Never sought help, never told anyone","30.5"
"Kitui","Female","Never sought help, never told anyone","58.0"
"Machakos","Female","Never sought help, never told anyone","25.8"
"Makueni","Female","Never sought help, never told anyone","58.6"
"Nyandarua","Female","Never sought help, never told anyone","37.3"
"Nyeri","Female","Never sought help, never told anyone","43.1"
"Kirinyaga","Female","Never sought help, never told anyone","21.3"
"Muranga","Female","Never sought help, never told anyone","30.8"
"Kiambu","Female","Never sought help, never told anyone","56.2"
"Turkana","Female","Never sought help, never told anyone","61.8"
"West Pokot","Female","Never sought help, never told anyone","71.0"
"Samburu","Female","Never sought help, never told anyone","66.9"
"Trans Nzoia","Female","Never sought help, never told anyone","37.8"
"Uasin Gishu","Female","Never sought help, never told anyone","36.0"
"Elgeyo Marakwet","Female","Never sought help, never told anyone","54.4"
"Nandi","Female","Never sought help, never told anyone","40.6"
"Baringo","Female","Never sought help, never told anyone","53.9"
"Laikipia","Female","Never sought help, never told anyone","35.7"
"Nakuru","Female","Never sought help, never told anyone","23.8"
"Narok","Female","Never sought help, never told anyone","44.6"
"Kajiado","Female","Never sought help, never told anyone","38.0"
"Kericho","Female","Never sought help, never told anyone","43.4"
"Bomet","Female","Never sought help, never told anyone","39.3"
"Kakamega","Female","Never sought help, never told anyone","51.2"
"Vihiga","Female","Never sought help, never told anyone","50.2"
"Bungoma","Female","Never sought help, never told anyone","41.2"
"Busia","Female","Never sought help, never told anyone","40.8"
"Siaya","Female","Never sought help, never told anyone","51.9"
"Kisumu","Female","Never sought help, never told anyone","59.3"
"Homa Bay","Female","Never sought help, never told anyone","36.8"
"Migori","Female","Never sought help, never told anyone","46.1"
"Kisii","Female","Never sought help, never told anyone","25.8"
"Nyamira","Female","Never sought help, never told anyone","38.7"
"Nairobi","Female","Never sought help, never told anyone","33.3"
"Mombasa","Male","Never sought help, never told anyone","14.2"
"Kwale","Male","Never sought help, never told anyone","76.4"
"Kilifi","Male","Never sought help, never told anyone","*"
"Tana River","Male","Never sought help, never told anyone","*"
"Lamu","Male","Never sought help, never told anyone","*"
"Taita Taveta","Male","Never sought help, never told anyone","*"
"Garissa","Male","Never sought help, never told anyone","*"
"Wajir","Male","Never sought help, never told anyone","*"
"Mandera","Male","Never sought help, never told anyone","*"
"Marsabit","Male","Never sought help, never told anyone","*"
"Isiolo","Male","Never sought help, never told anyone","56.2"
"Meru","Male","Never sought help, never told anyone","43.3"
"Tharaka Nithi","Male","Never sought help, never told anyone","31.2"
"Embu","Male","Never sought help, never told anyone","7.3"
"Kitui","Male","Never sought help, never told anyone","*"
"Machakos","Male","Never sought help, never told anyone","*"
"Makueni","Male","Never sought help, never told anyone","*"
"Nyandarua","Male","Never sought help, never told anyone","79.1"
"Nyeri","Male","Never sought help, never told anyone","87.1"
"Muranga","Male","Never sought help, never told anyone","58.1"
"Kiambu","Male","Never sought help, never told anyone","73.1"
"Turkana","Male","Never sought help, never told anyone","*"
"West Pokot","Male","Never sought help, never told anyone","77.9"
"Samburu","Male","Never sought help, never told anyone","72.8"
"Trans Nzoia","Male","Never sought help, never told anyone","25.7"
"Uasin Gishu","Male","Never sought help, never told anyone","57.6"
"Elgeyo Marakwet","Male","Never sought help, never told anyone","*"
"Nandi","Male","Never sought help, never told anyone","72.0"
"Baringo","Male","Never sought help, never told anyone","*"
"Laikipia","Male","Never sought help, never told anyone","89.2"
"Nakuru","Male","Never sought help, never told anyone","60.0"
"Narok","Male","Never sought help, never told anyone","*"
"Kajiado","Male","Never sought help, never told anyone","*"
"Kericho","Male","Never sought help, never told anyone","*"
"Bomet","Male","Never sought help, never told anyone","*"
"Kakamega","Male","Never sought help, never told anyone","*"
"Vihiga","Male","Never sought help, never told anyone","38.9"
"Bungoma","Male","Never sought help, never told anyone","40.4"
"Busia","Male","Never sought help, never told anyone","47.4"
"Siaya","Male","Never sought help, never told anyone","89.0"
"Kisumu","Male","Never sought help, never told anyone","40.8"
"Homa Bay","Male","Never sought help, never told anyone","36.9"
"Migori","Male","Never sought help, never told anyone","27.9"
"Kisii","Male","Never sought help, never told anyone","*"
"Nyamira","Male","Never sought help, never told anyone","*"
"Nairobi","Male","Never sought help, never told anyone","88.7"
"","Male","Never sought help, never told anyone",""
