County,Gender,variable,value
Nairobi,Male,Psychological/emotional violence,31.3
Mombasa,Female,Physical violence,12.1
Kwale,Female,Physical violence,13.3
Kilifi,Female,Physical violence,8.7
Tana River,Female,Physical violence,22.3
Lamu,Female,Physical violence,12.4
Taita Taveta,Female,Physical violence,6.8
Garissa,Female,Physical violence,14.6
Wajir,Female,Physical violence,5.8
Mandera,Female,Physical violence,2.8
Marsabit,Female,Physical violence,16
Isiolo,Female,Physical violence,27.4
Meru,Female,Physical violence,15.8
Tharaka Nithi,Female,Physical violence,15.4
Embu,Female,Physical violence,31.7
Kitui,Female,Physical violence,5.5
Machakos,Female,Physical violence,10
Makueni,Female,Physical violence,14
Nyandarua,Female,Physical violence,4.5
Nyeri,Female,Physical violence,13.9
Kirinyaga,Female,Physical violence,13.9
Muranga,Female,Physical violence,19.1
Kiambu,Female,Physical violence,17.5
Turkana,Female,Physical violence,18.9
West Pokot,Female,Physical violence,16.8
Samburu,Female,Physical violence,28.2
Trans Nzoia,Female,Physical violence,16.5
Uasin Gishu,Female,Physical violence,12.1
Elgeyo Marakwet,Female,Physical violence,16.2
Nandi,Female,Physical violence,13
Baringo,Female,Physical violence,20
Laikipia,Female,Physical violence,11.3
Nakuru,Female,Physical violence,9.9
Narok,Female,Physical violence,17.8
Kajiado,Female,Physical violence,17.2
Kericho,Female,Physical violence,10.7
Bomet,Female,Physical violence,11.4
Kakamega,Female,Physical violence,18.8
Vihiga,Female,Physical violence,17.3
Bungoma,Female,Physical violence,24.1
Busia,Female,Physical violence,22.3
Siaya,Female,Physical violence,18.5
Kisumu,Female,Physical violence,28.7
Homa Bay,Female,Physical violence,24.5
Migori,Female,Physical violence,28.9
Kisii,Female,Physical violence,20.8
Nyamira,Female,Physical violence,12.2
Nairobi,Female,Physical violence,14.9
Mombasa,Male,Physical violence,3.1
Kwale,Male,Physical violence,6.1
Kilifi,Male,Physical violence,5.9
Tana River,Male,Physical violence,0
Lamu,Male,Physical violence,0.6
Taita Taveta,Male,Physical violence,0
Garissa,Male,Physical violence,0.8
Wajir,Male,Physical violence,13.9
Mandera,Male,Physical violence,0
Marsabit,Male,Physical violence,1.9
Isiolo,Male,Physical violence,2.6
Meru,Male,Physical violence,2
Tharaka Nithi,Male,Physical violence,17.1
Embu,Male,Physical violence,0.6
Kitui,Male,Physical violence,0.8
Machakos,Male,Physical violence,0.4
Makueni,Male,Physical violence,1.1
Nyandarua,Male,Physical violence,3.7
Nyeri,Male,Physical violence,6.7
Kirinyaga,Male,Physical violence,0
Muranga,Male,Physical violence,1.4
Kiambu,Male,Physical violence,14.8
Turkana,Male,Physical violence,9.4
West Pokot,Male,Physical violence,6.5
Samburu,Male,Physical violence,6.7
Trans Nzoia,Male,Physical violence,2
Uasin Gishu,Male,Physical violence,6.1
Elgeyo Marakwet,Male,Physical violence,5.9
Nandi,Male,Physical violence,4.1
Baringo,Male,Physical violence,2.5
Laikipia,Male,Physical violence,3.2
Nakuru,Male,Physical violence,3.6
Narok,Male,Physical violence,2.1
Kajiado,Male,Physical violence,8.5
Kericho,Male,Physical violence,0.3
Bomet,Male,Physical violence,0.9
Kakamega,Male,Physical violence,4
Vihiga,Male,Physical violence,7.9
Bungoma,Male,Physical violence,24.3
Busia,Male,Physical violence,14.7
Siaya,Male,Physical violence,2.8
Kisumu,Male,Physical violence,6.6
Homa Bay,Male,Physical violence,11.6
Migori,Male,Physical violence,6.8
Kisii,Male,Physical violence,0.4
Nyamira,Male,Physical violence,3.8
Nairobi,Male,Physical violence,3.8
Mombasa,Female,Sexual violence,3.5
Kwale,Female,Sexual violence,4.2
Kilifi,Female,Sexual violence,8.4
Tana River,Female,Sexual violence,1.8
Lamu,Female,Sexual violence,7.4
Taita Taveta,Female,Sexual violence,3
Garissa,Female,Sexual violence,4.7
Wajir,Female,Sexual violence,1.4
Mandera,Female,Sexual violence,0.9
Marsabit,Female,Sexual violence,1.2
Isiolo,Female,Sexual violence,6.7
Meru,Female,Sexual violence,9.2
Tharaka Nithi,Female,Sexual violence,7.7
Embu,Female,Sexual violence,15.5
Kitui,Female,Sexual violence,0.3
Machakos,Female,Sexual violence,3.5
Makueni,Female,Sexual violence,3.9
Nyandarua,Female,Sexual violence,7.7
Nyeri,Female,Sexual violence,6
Kirinyaga,Female,Sexual violence,3.6
Muranga,Female,Sexual violence,14.2
Kiambu,Female,Sexual violence,10.7
Turkana,Female,Sexual violence,8
West Pokot,Female,Sexual violence,7.2
Samburu,Female,Sexual violence,4.4
Trans Nzoia,Female,Sexual violence,5.6
Uasin Gishu,Female,Sexual violence,3.4
Elgeyo Marakwet,Female,Sexual violence,4.3
Nandi,Female,Sexual violence,3
Baringo,Female,Sexual violence,6.8
Laikipia,Female,Sexual violence,1.8
Nakuru,Female,Sexual violence,3.7
Narok,Female,Sexual violence,9.4
Kajiado,Female,Sexual violence,8.5
Kericho,Female,Sexual violence,1.7
Bomet,Female,Sexual violence,9.3
Kakamega,Female,Sexual violence,9.3
Vihiga,Female,Sexual violence,6.8
Bungoma,Female,Sexual violence,15.6
Busia,Female,Sexual violence,10.3
Siaya,Female,Sexual violence,5.5
Kisumu,Female,Sexual violence,7.7
Homa Bay,Female,Sexual violence,11.7
Migori,Female,Sexual violence,8.2
Kisii,Female,Sexual violence,11.6
Nyamira,Female,Sexual violence,7.3
Nairobi,Female,Sexual violence,5.7
Mombasa,Male,Sexual violence,9.5
Kwale,Male,Sexual violence,3.8
Kilifi,Male,Sexual violence,3.7
Tana River,Male,Sexual violence,0
Lamu,Male,Sexual violence,0
Taita Taveta,Male,Sexual violence,0.9
Garissa,Male,Sexual violence,0
Wajir,Male,Sexual violence,4.3
Mandera,Male,Sexual violence,0
Marsabit,Male,Sexual violence,0
Isiolo,Male,Sexual violence,13.5
Meru,Male,Sexual violence,3.7
Tharaka Nithi,Male,Sexual violence,6.8
Embu,Male,Sexual violence,2.1
Kitui,Male,Sexual violence,3.4
Machakos,Male,Sexual violence,0.6
Makueni,Male,Sexual violence,2.4
Nyandarua,Male,Sexual violence,5.3
Nyeri,Male,Sexual violence,0
Kirinyaga,Male,Sexual violence,0
Muranga,Male,Sexual violence,11.3
Kiambu,Male,Sexual violence,14.9
Turkana,Male,Sexual violence,3.9
West Pokot,Male,Sexual violence,4.5
Samburu,Male,Sexual violence,9
Trans Nzoia,Male,Sexual violence,0
Uasin Gishu,Male,Sexual violence,4.5
Elgeyo Marakwet,Male,Sexual violence,2.9
Nandi,Male,Sexual violence,5.2
Baringo,Male,Sexual violence,5.2
Laikipia,Male,Sexual violence,10.9
Nakuru,Male,Sexual violence,3.8
Narok,Male,Sexual violence,0
Kajiado,Male,Sexual violence,0.4
Kericho,Male,Sexual violence,0
Bomet,Male,Sexual violence,3.8
Kakamega,Male,Sexual violence,0
Vihiga,Male,Sexual violence,2.2
Bungoma,Male,Sexual violence,15.9
Busia,Male,Sexual violence,10.8
Siaya,Male,Sexual violence,0.4
Kisumu,Male,Sexual violence,0.9
Homa Bay,Male,Sexual violence,5
Migori,Male,Sexual violence,11.1
Kisii,Male,Sexual violence,0
Nyamira,Male,Sexual violence,2.7
Nairobi,Male,Sexual violence,3.1
Mombasa,Female,Economic violence,7.6
Kwale,Female,Economic violence,3.3
Kilifi,Female,Economic violence,5.5
Tana River,Female,Economic violence,4.5
Lamu,Female,Economic violence,3.7
Taita Taveta,Female,Economic violence,9.5
Garissa,Female,Economic violence,6.2
Wajir,Female,Economic violence,3.8
Mandera,Female,Economic violence,1.9
Marsabit,Female,Economic violence,3.5
Isiolo,Female,Economic violence,7
Meru,Female,Economic violence,11
Tharaka Nithi,Female,Economic violence,8.6
Embu,Female,Economic violence,10.9
Kitui,Female,Economic violence,1.9
Machakos,Female,Economic violence,4
Makueni,Female,Economic violence,7.4
Nyandarua,Female,Economic violence,4.1
Nyeri,Female,Economic violence,9.5
Kirinyaga,Female,Economic violence,3.5
Muranga,Female,Economic violence,9.9
Kiambu,Female,Economic violence,8.7
Turkana,Female,Economic violence,6.4
West Pokot,Female,Economic violence,1.2
Samburu,Female,Economic violence,5.3
Trans Nzoia,Female,Economic violence,10.2
Uasin Gishu,Female,Economic violence,13.7
Elgeyo Marakwet,Female,Economic violence,7.5
Nandi,Female,Economic violence,6
Baringo,Female,Economic violence,12.7
Laikipia,Female,Economic violence,9.8
Nakuru,Female,Economic violence,6.7
Narok,Female,Economic violence,6.3
Kajiado,Female,Economic violence,12.1
Kericho,Female,Economic violence,2.8
Bomet,Female,Economic violence,7.2
Kakamega,Female,Economic violence,11.2
Vihiga,Female,Economic violence,7.3
Bungoma,Female,Economic violence,14
Busia,Female,Economic violence,8.8
Siaya,Female,Economic violence,1
Kisumu,Female,Economic violence,3.8
Homa Bay,Female,Economic violence,7.5
Migori,Female,Economic violence,10.5
Kisii,Female,Economic violence,9
Nyamira,Female,Economic violence,3.4
Nairobi,Female,Economic violence,5.7
Mombasa,Male,Economic violence,5.7
Kwale,Male,Economic violence,2.6
Kilifi,Male,Economic violence,7.5
Tana River,Male,Economic violence,5.5
Lamu,Male,Economic violence,1.9
Taita Taveta,Male,Economic violence,10.4
Garissa,Male,Economic violence,0.8
Wajir,Male,Economic violence,2.7
Mandera,Male,Economic violence,2.5
Marsabit,Male,Economic violence,0
Isiolo,Male,Economic violence,1.5
Meru,Male,Economic violence,14.4
Tharaka Nithi,Male,Economic violence,9.2
Embu,Male,Economic violence,6.5
Kitui,Male,Economic violence,1.6
Machakos,Male,Economic violence,9.1
Makueni,Male,Economic violence,6.5
Nyandarua,Male,Economic violence,2.5
Nyeri,Male,Economic violence,9.2
Kirinyaga,Male,Economic violence,1.2
Muranga,Male,Economic violence,11
Kiambu,Male,Economic violence,8.9
Turkana,Male,Economic violence,18.5
West Pokot,Male,Economic violence,2.8
Samburu,Male,Economic violence,5
Trans Nzoia,Male,Economic violence,8.1
Uasin Gishu,Male,Economic violence,14.2
Elgeyo Marakwet,Male,Economic violence,5.7
Nandi,Male,Economic violence,9.5
Baringo,Male,Economic violence,7.1
Laikipia,Male,Economic violence,4.4
Nakuru,Male,Economic violence,13
Narok,Male,Economic violence,6.1
Kajiado,Male,Economic violence,10.5
Kericho,Male,Economic violence,1.1
Bomet,Male,Economic violence,11.6
Kakamega,Male,Economic violence,6.5
Vihiga,Male,Economic violence,6.7
Bungoma,Male,Economic violence,12.6
Busia,Male,Economic violence,2.2
Siaya,Male,Economic violence,0
Kisumu,Male,Economic violence,5.2
Homa Bay,Male,Economic violence,7
Migori,Male,Economic violence,10.5
Kisii,Male,Economic violence,5.7
Nyamira,Male,Economic violence,2.7
Nairobi,Male,Economic violence,6.2
Mombasa,Female,Physical and sexual,1.8
Kwale,Female,Physical and sexual,2.7
Kilifi,Female,Physical and sexual,2.7
Tana River,Female,Physical and sexual,1.7
Lamu,Female,Physical and sexual,3.4
Taita Taveta,Female,Physical and sexual,1.6
Garissa,Female,Physical and sexual,4.6
Wajir,Female,Physical and sexual,0.6
Mandera,Female,Physical and sexual,0.3
Marsabit,Female,Physical and sexual,0.6
Isiolo,Female,Physical and sexual,5.4
Meru,Female,Physical and sexual,5.9
Tharaka Nithi,Female,Physical and sexual,4
Embu,Female,Physical and sexual,11.8
Kitui,Female,Physical and sexual,0.2
Machakos,Female,Physical and sexual,2
Makueni,Female,Physical and sexual,2.7
Nyandarua,Female,Physical and sexual,1
Nyeri,Female,Physical and sexual,2.9
Kirinyaga,Female,Physical and sexual,2.4
Muranga,Female,Physical and sexual,7.8
Kiambu,Female,Physical and sexual,6.7
Turkana,Female,Physical and sexual,6.1
West Pokot,Female,Physical and sexual,2.9
Samburu,Female,Physical and sexual,4
Trans Nzoia,Female,Physical and sexual,3.2
Uasin Gishu,Female,Physical and sexual,1.8
Elgeyo Marakwet,Female,Physical and sexual,2.7
Nandi,Female,Physical and sexual,1.7
Baringo,Female,Physical and sexual,4.3
Laikipia,Female,Physical and sexual,0.9
Nakuru,Female,Physical and sexual,2.5
Narok,Female,Physical and sexual,6.1
Kajiado,Female,Physical and sexual,5.8
Kericho,Female,Physical and sexual,1.1
Bomet,Female,Physical and sexual,5.7
Kakamega,Female,Physical and sexual,4.4
Vihiga,Female,Physical and sexual,5.1
Bungoma,Female,Physical and sexual,8.1
Busia,Female,Physical and sexual,6.4
Siaya,Female,Physical and sexual,4.1
Kisumu,Female,Physical and sexual,6
Homa Bay,Female,Physical and sexual,7.6
Migori,Female,Physical and sexual,5.7
Kisii,Female,Physical and sexual,7.4
Nyamira,Female,Physical and sexual,2.9
Nairobi,Female,Physical and sexual,3.5
Mombasa,Male,Physical and sexual,2.3
Kwale,Male,Physical and sexual,0.3
Kilifi,Male,Physical and sexual,0
Tana River,Male,Physical and sexual,0
Lamu,Male,Physical and sexual,0
Taita Taveta,Male,Physical and sexual,0
Garissa,Male,Physical and sexual,0
Wajir,Male,Physical and sexual,4.3
Mandera,Male,Physical and sexual,0
Marsabit,Male,Physical and sexual,0
Isiolo,Male,Physical and sexual,1.1
Meru,Male,Physical and sexual,0
Tharaka Nithi,Male,Physical and sexual,0
Embu,Male,Physical and sexual,0.3
Kitui,Male,Physical and sexual,0.8
Machakos,Male,Physical and sexual,0
Makueni,Male,Physical and sexual,0
Nyandarua,Male,Physical and sexual,1.1
Nyeri,Male,Physical and sexual,0
Kirinyaga,Male,Physical and sexual,0
Muranga,Male,Physical and sexual,0.5
Kiambu,Male,Physical and sexual,9.1
Turkana,Male,Physical and sexual,1.3
West Pokot,Male,Physical and sexual,0
Samburu,Male,Physical and sexual,1.7
Trans Nzoia,Male,Physical and sexual,0
Uasin Gishu,Male,Physical and sexual,2.5
Elgeyo Marakwet,Male,Physical and sexual,0.8
Nandi,Male,Physical and sexual,1.2
Baringo,Male,Physical and sexual,2
Laikipia,Male,Physical and sexual,0
Nakuru,Male,Physical and sexual,1.2
Narok,Male,Physical and sexual,0
Kajiado,Male,Physical and sexual,0
Kericho,Male,Physical and sexual,0
Bomet,Male,Physical and sexual,0.8
Kakamega,Male,Physical and sexual,0
Vihiga,Male,Physical and sexual,0
Bungoma,Male,Physical and sexual,9.7
Busia,Male,Physical and sexual,7.2
Siaya,Male,Physical and sexual,0.4
Kisumu,Male,Physical and sexual,0.9
Homa Bay,Male,Physical and sexual,1.1
Migori,Male,Physical and sexual,0
Kisii,Male,Physical and sexual,0
Nyamira,Male,Physical and sexual,0.7
Nairobi,Male,Physical and sexual,1.1
Mombasa,Female,Physical and sexual and psychological/emotional,1.8
Kwale,Female,Physical and sexual and psychological/emotional,1.7
Kilifi,Female,Physical and sexual and psychological/emotional,2.4
Tana River,Female,Physical and sexual and psychological/emotional,1.3
Lamu,Female,Physical and sexual and psychological/emotional,3.1
Taita Taveta,Female,Physical and sexual and psychological/emotional,1.3
Garissa,Female,Physical and sexual and psychological/emotional,2.7
Wajir,Female,Physical and sexual and psychological/emotional,0.6
Mandera,Female,Physical and sexual and psychological/emotional,0.3
Marsabit,Female,Physical and sexual and psychological/emotional,0.2
Isiolo,Female,Physical and sexual and psychological/emotional,3.5
Meru,Female,Physical and sexual and psychological/emotional,5.6
Tharaka Nithi,Female,Physical and sexual and psychological/emotional,3.7
Embu,Female,Physical and sexual and psychological/emotional,11.6
Kitui,Female,Physical and sexual and psychological/emotional,0.2
Machakos,Female,Physical and sexual and psychological/emotional,0.3
Makueni,Female,Physical and sexual and psychological/emotional,2.1
Nyandarua,Female,Physical and sexual and psychological/emotional,0.7
Nyeri,Female,Physical and sexual and psychological/emotional,2.1
Kirinyaga,Female,Physical and sexual and psychological/emotional,2.4
Muranga,Female,Physical and sexual and psychological/emotional,7.8
Kiambu,Female,Physical and sexual and psychological/emotional,5.5
Turkana,Female,Physical and sexual and psychological/emotional,4.8
West Pokot,Female,Physical and sexual and psychological/emotional,2.1
Samburu,Female,Physical and sexual and psychological/emotional,3.8
Trans Nzoia,Female,Physical and sexual and psychological/emotional,2.9
Uasin Gishu,Female,Physical and sexual and psychological/emotional,1.3
Elgeyo Marakwet,Female,Physical and sexual and psychological/emotional,2.7
Nandi,Female,Physical and sexual and psychological/emotional,1.7
Baringo,Female,Physical and sexual and psychological/emotional,3.5
Laikipia,Female,Physical and sexual and psychological/emotional,0.9
Nakuru,Female,Physical and sexual and psychological/emotional,2.1
Narok,Female,Physical and sexual and psychological/emotional,4.2
Kajiado,Female,Physical and sexual and psychological/emotional,5.2
Kericho,Female,Physical and sexual and psychological/emotional,1
Bomet,Female,Physical and sexual and psychological/emotional,4.3
Kakamega,Female,Physical and sexual and psychological/emotional,3.9
Vihiga,Female,Physical and sexual and psychological/emotional,5.1
Bungoma,Female,Physical and sexual and psychological/emotional,7.7
Busia,Female,Physical and sexual and psychological/emotional,5.2
Siaya,Female,Physical and sexual and psychological/emotional,1.8
Kisumu,Female,Physical and sexual and psychological/emotional,4.9
Homa Bay,Female,Physical and sexual and psychological/emotional,6
Migori,Female,Physical and sexual and psychological/emotional,5.5
Kisii,Female,Physical and sexual and psychological/emotional,7.1
Nyamira,Female,Physical and sexual and psychological/emotional,2.9
Nairobi,Female,Physical and sexual and psychological/emotional,3.2
Mombasa,Male,Physical and sexual and psychological/emotional,2.3
Kwale,Male,Physical and sexual and psychological/emotional,0.3
Kilifi,Male,Physical and sexual and psychological/emotional,0
Tana River,Male,Physical and sexual and psychological/emotional,0
Lamu,Male,Physical and sexual and psychological/emotional,0
Taita Taveta,Male,Physical and sexual and psychological/emotional,0
Garissa,Male,Physical and sexual and psychological/emotional,0
Wajir,Male,Physical and sexual and psychological/emotional,0
Mandera,Male,Physical and sexual and psychological/emotional,0
Marsabit,Male,Physical and sexual and psychological/emotional,0
Isiolo,Male,Physical and sexual and psychological/emotional,1.1
Meru,Male,Physical and sexual and psychological/emotional,0
Tharaka Nithi,Male,Physical and sexual and psychological/emotional,0
Embu,Male,Physical and sexual and psychological/emotional,0.3
Kitui,Male,Physical and sexual and psychological/emotional,0
Machakos,Male,Physical and sexual and psychological/emotional,0
Makueni,Male,Physical and sexual and psychological/emotional,0
Nyandarua,Male,Physical and sexual and psychological/emotional,1.1
Nyeri,Male,Physical and sexual and psychological/emotional,0
Kirinyaga,Male,Physical and sexual and psychological/emotional,0
Muranga,Male,Physical and sexual and psychological/emotional,0.5
Kiambu,Male,Physical and sexual and psychological/emotional,8
Turkana,Male,Physical and sexual and psychological/emotional,0
West Pokot,Male,Physical and sexual and psychological/emotional,0
Samburu,Male,Physical and sexual and psychological/emotional,1.7
Trans Nzoia,Male,Physical and sexual and psychological/emotional,0
Uasin Gishu,Male,Physical and sexual and psychological/emotional,0
Elgeyo Marakwet,Male,Physical and sexual and psychological/emotional,0.8
Nandi,Male,Physical and sexual and psychological/emotional,1.2
Baringo,Male,Physical and sexual and psychological/emotional,2
Laikipia,Male,Physical and sexual and psychological/emotional,0
Nakuru,Male,Physical and sexual and psychological/emotional,1.2
Narok,Male,Physical and sexual and psychological/emotional,0
Kajiado,Male,Physical and sexual and psychological/emotional,0
Kericho,Male,Physical and sexual and psychological/emotional,0
Bomet,Male,Physical and sexual and psychological/emotional,0.8
Kakamega,Male,Physical and sexual and psychological/emotional,0
Vihiga,Male,Physical and sexual and psychological/emotional,0
Bungoma,Male,Physical and sexual and psychological/emotional,5.8
Busia,Male,Physical and sexual and psychological/emotional,5.1
Siaya,Male,Physical and sexual and psychological/emotional,0.4
Kisumu,Male,Physical and sexual and psychological/emotional,0
Homa Bay,Male,Physical and sexual and psychological/emotional,1.1
Migori,Male,Physical and sexual and psychological/emotional,0
Kisii,Male,Physical and sexual and psychological/emotional,0
Nyamira,Male,Physical and sexual and psychological/emotional,0.3
Nairobi,Male,Physical and sexual and psychological/emotional,1.1
Mombasa,Female,Physical and sexual and psychological/emotional and economic,1.6
Kwale,Female,Physical and sexual and psychological/emotional and economic,0.3
Kilifi,Female,Physical and sexual and psychological/emotional and economic,1.7
Tana River,Female,Physical and sexual and psychological/emotional and economic,0.3
Lamu,Female,Physical and sexual and psychological/emotional and economic,0
Taita Taveta,Female,Physical and sexual and psychological/emotional and economic,1
Garissa,Female,Physical and sexual and psychological/emotional and economic,2.7
Wajir,Female,Physical and sexual and psychological/emotional and economic,0.3
Mandera,Female,Physical and sexual and psychological/emotional and economic,0.3
Marsabit,Female,Physical and sexual and psychological/emotional and economic,0.2
Isiolo,Female,Physical and sexual and psychological/emotional and economic,1.1
Meru,Female,Physical and sexual and psychological/emotional and economic,4.2
Tharaka Nithi,Female,Physical and sexual and psychological/emotional and economic,3
Embu,Female,Physical and sexual and psychological/emotional and economic,4.6
Kitui,Female,Physical and sexual and psychological/emotional and economic,0.2
Machakos,Female,Physical and sexual and psychological/emotional and economic,0.3
Makueni,Female,Physical and sexual and psychological/emotional and economic,1.8
Nyandarua,Female,Physical and sexual and psychological/emotional and economic,0.4
Nyeri,Female,Physical and sexual and psychological/emotional and economic,1.7
Kirinyaga,Female,Physical and sexual and psychological/emotional and economic,0.6
Muranga,Female,Physical and sexual and psychological/emotional and economic,4.2
Kiambu,Female,Physical and sexual and psychological/emotional and economic,3.2
Turkana,Female,Physical and sexual and psychological/emotional and economic,2.9
West Pokot,Female,Physical and sexual and psychological/emotional and economic,0.3
Samburu,Female,Physical and sexual and psychological/emotional and economic,1.7
Trans Nzoia,Female,Physical and sexual and psychological/emotional and economic,2.1
Uasin Gishu,Female,Physical and sexual and psychological/emotional and economic,1.3
Elgeyo Marakwet,Female,Physical and sexual and psychological/emotional and economic,1.1
Nandi,Female,Physical and sexual and psychological/emotional and economic,0.4
Baringo,Female,Physical and sexual and psychological/emotional and economic,3
Laikipia,Female,Physical and sexual and psychological/emotional and economic,0.3
Nakuru,Female,Physical and sexual and psychological/emotional and economic,1.3
Narok,Female,Physical and sexual and psychological/emotional and economic,2
Kajiado,Female,Physical and sexual and psychological/emotional and economic,2.9
Kericho,Female,Physical and sexual and psychological/emotional and economic,0.1
Bomet,Female,Physical and sexual and psychological/emotional and economic,2.7
Kakamega,Female,Physical and sexual and psychological/emotional and economic,1.8
Vihiga,Female,Physical and sexual and psychological/emotional and economic,3.8
Bungoma,Female,Physical and sexual and psychological/emotional and economic,5.4
Busia,Female,Physical and sexual and psychological/emotional and economic,2
Siaya,Female,Physical and sexual and psychological/emotional and economic,0.2
Kisumu,Female,Physical and sexual and psychological/emotional and economic,1
Homa Bay,Female,Physical and sexual and psychological/emotional and economic,0.6
Migori,Female,Physical and sexual and psychological/emotional and economic,2.6
Kisii,Female,Physical and sexual and psychological/emotional and economic,3
Nyamira,Female,Physical and sexual and psychological/emotional and economic,1
Nairobi,Female,Physical and sexual and psychological/emotional and economic,1.3
Mombasa,Male,Physical and sexual and psychological/emotional and economic,0
Kwale,Male,Physical and sexual and psychological/emotional and economic,0
Kilifi,Male,Physical and sexual and psychological/emotional and economic,0
Tana River,Male,Physical and sexual and psychological/emotional and economic,0
Lamu,Male,Physical and sexual and psychological/emotional and economic,0
Taita Taveta,Male,Physical and sexual and psychological/emotional and economic,0
Garissa,Male,Physical and sexual and psychological/emotional and economic,0
Wajir,Male,Physical and sexual and psychological/emotional and economic,0
Mandera,Male,Physical and sexual and psychological/emotional and economic,0
Marsabit,Male,Physical and sexual and psychological/emotional and economic,0
Isiolo,Male,Physical and sexual and psychological/emotional and economic,0
Meru,Male,Physical and sexual and psychological/emotional and economic,0
