County,Gender,variable,value
Nyeri,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,74
Kirinyaga,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,78.5
Muranga,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,80.7
Kiambu,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,75.9
Turkana,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,87.8
West Pokot,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,83.5
Samburu,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,75.7
Trans Nzoia,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,80.9
Uasin Gishu,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,76.7
Elgeyo Marakwet,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,72.7
Nandi,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,92.6
Baringo,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,67.3
Laikipia,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,56.5
Nakuru,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,71.3
Narok,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,53.5
Kajiado,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,88
Kericho,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,91.9
Bomet,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,96.6
Kakamega,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,65.7
Vihiga,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,56.3
Bungoma,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,76.4
Busia,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,79.3
Siaya,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,28
Kisumu,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,75.3
Homa Bay,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,64
Migori,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,74.4
Kisii,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,86.2
Nyamira,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,77.5
Nairobi,Male,Refusing to have sexual intercourse with her husband if she knows he has sex with other women,96.9
Mombasa,Female,Asking that they use a condom if she knows that her husband has an STI,42.1
Kwale,Female,Asking that they use a condom if she knows that her husband has an STI,23
Kilifi,Female,Asking that they use a condom if she knows that her husband has an STI,44.6
Tana River,Female,Asking that they use a condom if she knows that her husband has an STI,23.1
Lamu,Female,Asking that they use a condom if she knows that her husband has an STI,40.9
Taita Taveta,Female,Asking that they use a condom if she knows that her husband has an STI,34
Garissa,Female,Asking that they use a condom if she knows that her husband has an STI,8.8
Wajir,Female,Asking that they use a condom if she knows that her husband has an STI,29.3
Mandera,Female,Asking that they use a condom if she knows that her husband has an STI,3.2
Marsabit,Female,Asking that they use a condom if she knows that her husband has an STI,17.3
Isiolo,Female,Asking that they use a condom if she knows that her husband has an STI,36.8
Meru,Female,Asking that they use a condom if she knows that her husband has an STI,45.7
Tharaka Nithi,Female,Asking that they use a condom if she knows that her husband has an STI,39.5
Embu,Female,Asking that they use a condom if she knows that her husband has an STI,40.2
Kitui,Female,Asking that they use a condom if she knows that her husband has an STI,39.7
Machakos,Female,Asking that they use a condom if she knows that her husband has an STI,50.7
Makueni,Female,Asking that they use a condom if she knows that her husband has an STI,38.4
Nyandarua,Female,Asking that they use a condom if she knows that her husband has an STI,48.6
Nyeri,Female,Asking that they use a condom if she knows that her husband has an STI,49.7
Kirinyaga,Female,Asking that they use a condom if she knows that her husband has an STI,50.7
Muranga,Female,Asking that they use a condom if she knows that her husband has an STI,42.1
Kiambu,Female,Asking that they use a condom if she knows that her husband has an STI,46.1
Turkana,Female,Asking that they use a condom if she knows that her husband has an STI,27.1
West Pokot,Female,Asking that they use a condom if she knows that her husband has an STI,23.5
Samburu,Female,Asking that they use a condom if she knows that her husband has an STI,34
Trans Nzoia,Female,Asking that they use a condom if she knows that her husband has an STI,49.5
Uasin Gishu,Female,Asking that they use a condom if she knows that her husband has an STI,48.7
Elgeyo Marakwet,Female,Asking that they use a condom if she knows that her husband has an STI,42.7
Nandi,Female,Asking that they use a condom if she knows that her husband has an STI,34.1
Baringo,Female,Asking that they use a condom if she knows that her husband has an STI,36.5
Laikipia,Female,Asking that they use a condom if she knows that her husband has an STI,45.1
Nakuru,Female,Asking that they use a condom if she knows that her husband has an STI,48.8
Narok,Female,Asking that they use a condom if she knows that her husband has an STI,43.3
Kajiado,Female,Asking that they use a condom if she knows that her husband has an STI,44.5
Kericho,Female,Asking that they use a condom if she knows that her husband has an STI,39.7
Bomet,Female,Asking that they use a condom if she knows that her husband has an STI,42.9
Kakamega,Female,Asking that they use a condom if she knows that her husband has an STI,42.3
Vihiga,Female,Asking that they use a condom if she knows that her husband has an STI,44.9
Bungoma,Female,Asking that they use a condom if she knows that her husband has an STI,43.1
Busia,Female,Asking that they use a condom if she knows that her husband has an STI,43.6
Siaya,Female,Asking that they use a condom if she knows that her husband has an STI,34.4
Kisumu,Female,Asking that they use a condom if she knows that her husband has an STI,46.7
Homa Bay,Female,Asking that they use a condom if she knows that her husband has an STI,46.8
Migori,Female,Asking that they use a condom if she knows that her husband has an STI,47.4
Kisii,Female,Asking that they use a condom if she knows that her husband has an STI,49
Nyamira,Female,Asking that they use a condom if she knows that her husband has an STI,48.4
Nairobi,Female,Asking that they use a condom if she knows that her husband has an STI,47.8
Mombasa,Male,Asking that they use a condom if she knows that her husband has an STI,89
Kwale,Male,Asking that they use a condom if she knows that her husband has an STI,89.7
Kilifi,Male,Asking that they use a condom if she knows that her husband has an STI,92.1
Tana River,Male,Asking that they use a condom if she knows that her husband has an STI,68.2
Lamu,Male,Asking that they use a condom if she knows that her husband has an STI,96.8
Taita Taveta,Male,Asking that they use a condom if she knows that her husband has an STI,80.2
Garissa,Male,Asking that they use a condom if she knows that her husband has an STI,97.5
Wajir,Male,Asking that they use a condom if she knows that her husband has an STI,48.6
Mandera,Male,Asking that they use a condom if she knows that her husband has an STI,74.9
Marsabit,Male,Asking that they use a condom if she knows that her husband has an STI,81.1
Isiolo,Male,Asking that they use a condom if she knows that her husband has an STI,91.2
Meru,Male,Asking that they use a condom if she knows that her husband has an STI,86.5
Tharaka Nithi,Male,Asking that they use a condom if she knows that her husband has an STI,92.9
Embu,Male,Asking that they use a condom if she knows that her husband has an STI,83
Kitui,Male,Asking that they use a condom if she knows that her husband has an STI,89.3
Machakos,Male,Asking that they use a condom if she knows that her husband has an STI,89.4
Makueni,Male,Asking that they use a condom if she knows that her husband has an STI,94.6
Nyandarua,Male,Asking that they use a condom if she knows that her husband has an STI,90.4
Nyeri,Male,Asking that they use a condom if she knows that her husband has an STI,84.9
Kirinyaga,Male,Asking that they use a condom if she knows that her husband has an STI,73.9
Muranga,Male,Asking that they use a condom if she knows that her husband has an STI,91.5
Kiambu,Male,Asking that they use a condom if she knows that her husband has an STI,89.3
Turkana,Male,Asking that they use a condom if she knows that her husband has an STI,84.4
West Pokot,Male,Asking that they use a condom if she knows that her husband has an STI,84.2
Samburu,Male,Asking that they use a condom if she knows that her husband has an STI,75
Trans Nzoia,Male,Asking that they use a condom if she knows that her husband has an STI,96.2
Uasin Gishu,Male,Asking that they use a condom if she knows that her husband has an STI,94.6
Elgeyo Marakwet,Male,Asking that they use a condom if she knows that her husband has an STI,85.8
Nandi,Male,Asking that they use a condom if she knows that her husband has an STI,90.1
Baringo,Male,Asking that they use a condom if she knows that her husband has an STI,85.2
Laikipia,Male,Asking that they use a condom if she knows that her husband has an STI,71.7
Nakuru,Male,Asking that they use a condom if she knows that her husband has an STI,73.1
Narok,Male,Asking that they use a condom if she knows that her husband has an STI,87.2
Kajiado,Male,Asking that they use a condom if she knows that her husband has an STI,80.6
Kericho,Male,Asking that they use a condom if she knows that her husband has an STI,89.9
Bomet,Male,Asking that they use a condom if she knows that her husband has an STI,98.4
Kakamega,Male,Asking that they use a condom if she knows that her husband has an STI,87.9
Vihiga,Male,Asking that they use a condom if she knows that her husband has an STI,79.3
Bungoma,Male,Asking that they use a condom if she knows that her husband has an STI,84.8
Busia,Male,Asking that they use a condom if she knows that her husband has an STI,87.1
Siaya,Male,Asking that they use a condom if she knows that her husband has an STI,68.7
Kisumu,Male,Asking that they use a condom if she knows that her husband has an STI,96.3
Homa Bay,Male,Asking that they use a condom if she knows that her husband has an STI,95.7
Migori,Male,Asking that they use a condom if she knows that her husband has an STI,98.6
Kisii,Male,Asking that they use a condom if she knows that her husband has an STI,98.3
Nyamira,Male,Asking that they use a condom if she knows that her husband has an STI,83.1
Nairobi,Male,Asking that they use a condom if she knows that her husband has an STI,99
