"County","Gender","variable","value"
"Nakuru","Male","Other","0.0"
"Narok","Male","Other","0.0"
"Kajiado","Male","Other","0.0"
"Kericho","Male","Other","0.0"
"Bomet","Male","Other","0.0"
"Kakamega","Male","Other","0.0"
"Vihiga","Male","Other","0.0"
"Bungoma","Male","Other","0.3"
"Busia","Male","Other","0.0"
"Siaya","Male","Other","0.0"
"Kisumu","Male","Other","0.0"
"Homa Bay","Male","Other","0.0"
"Migori","Male","Other","0.0"
"Kisii","Male","Other","0.0"
"Nyamira","Male","Other","0.0"
"Nairobi","Male","Other","0.0"
