County,Gender,variable,value
Kakamega,Male,Have & use a bank account,25.7
Vihiga,Male,Have & use a bank account,16.6
Bungoma,Male,Have & use a bank account,27.6
Busia,Male,Have & use a bank account,22.5
Siaya,Male,Have & use a bank account,15.1
Kisumu,Male,Have & use a bank account,20.2
Homa Bay,Male,Have & use a bank account,27.6
Migori,Male,Have & use a bank account,27
Kisii,Male,Have & use a bank account,32
Nyamira,Male,Have & use a bank account,32.6
Nairobi,Male,Have & use a bank account,63.8
Mombasa,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",22
Kwale,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",8.6
Kilifi,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",11.6
Tana River,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",5.2
Lamu,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",11.1
Taita Taveta,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",18.1
Garissa,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",6.9
Wajir,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",2.8
Mandera,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",2.2
Marsabit,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",3.7
Isiolo,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",23
Meru,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",26
Tharaka Nithi,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",24
Embu,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",28.5
Kitui,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",18.5
Machakos,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",21.6
Makueni,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",15.3
Nyandarua,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",19
Nyeri,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",38.1
Kirinyaga,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",34.3
Muranga,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",27.3
Kiambu,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",37.8
Turkana,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",17
West Pokot,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",9.1
Samburu,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",13.3
Trans Nzoia,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",12.9
Uasin Gishu,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",27.5
Elgeyo Marakwet,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",16.6
Nandi,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",19.8
Baringo,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",19.7
Laikipia,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",24.9
Nakuru,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",18.7
Narok,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",10.7
Kajiado,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",30
Kericho,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",29.3
Bomet,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",20.8
Kakamega,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",13
Vihiga,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",9
Bungoma,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",12.5
Busia,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",10.2
Siaya,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",11.4
Kisumu,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",13.9
Homa Bay,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",12.7
Migori,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",8
Kisii,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",13.4
Nyamira,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",15.3
Nairobi,Female,"Deposited/ withdrew money 
from own account 
(last 12 months)",38.3
Mombasa,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",36.8
Kwale,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",13.7
Kilifi,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",19.5
Tana River,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",7.1
Lamu,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",21.6
Taita Taveta,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",21.6
Garissa,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",24.4
Wajir,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",15.2
Mandera,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",12.9
Marsabit,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",12.3
Isiolo,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",33.5
Meru,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",26.9
Tharaka Nithi,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",29.5
Embu,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",29.3
Kitui,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",19.5
Machakos,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",35.1
Makueni,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",15.6
Nyandarua,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",29.2
Nyeri,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",39.5
Kirinyaga,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",44.4
Muranga,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",24.1
Kiambu,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",46.1
Turkana,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",15.4
West Pokot,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",10.5
Samburu,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",36.1
Trans Nzoia,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",24.3
Uasin Gishu,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",40.5
Elgeyo Marakwet,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",20.4
Nandi,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",29.6
Baringo,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",20.2
Laikipia,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",42.4
Nakuru,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",37.3
Narok,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",20.9
Kajiado,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",48.4
Kericho,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",26.7
Bomet,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",30.8
Kakamega,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",21.6
Vihiga,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",12.9
Bungoma,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",21.9
Busia,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",13.5
Siaya,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",12
Kisumu,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",16.7
Homa Bay,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",19.1
Migori,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",19.6
Kisii,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",26.4
Nyamira,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",22.9
Nairobi,Male,"Deposited/ withdrew money 
from own account 
(last 12 months)",59.7
Mombasa,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",80.6
Kwale,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",66.9
Kilifi,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",72.9
Tana River,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",52.4
Lamu,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",69.8
Taita Taveta,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",83.1
Garissa,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",69.8
Wajir,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",59.1
Mandera,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",43.8
Marsabit,Female,"Have & use a bank account
or used a mobile phone 
for financial transactions 
(last 12 months)",44.6
